,Player,Team,FF Pts,SCK,DEFFR,DEFINT,DEFTD,DEFSAF,Week,Season
16, Colts,IND,12,2,2,0,0,0,17,2016
17, Browns,CLE,12,4,0,1,0,0,17,2016
18, Rams,LAR,10,1,0,2,0,0,17,2016
19, Patriots,NE,8,0,1,1,0,0,17,2016
20, Falcons,ATL,8,2,0,1,0,0,17,2016
21, Packers,GB,8,2,0,1,0,0,17,2016
22, Cowboys,DAL,4,2,0,0,0,0,17,2016
23, Raiders,LVR,4,0,0,1,0,0,17,2016
24, Bears,CHI,4,0,0,1,0,0,17,2016
25, 49ers,SF,4,0,0,0,0,1,17,2016
26, Lions,DET,2,1,0,0,0,0,17,2016
27, Football Team,WAS,2,1,0,0,0,0,17,2016
28, Saints,NO,2,1,0,0,0,0,17,2016
29, Ravens,BAL,2,1,0,0,0,0,17,2016
30, Bills,BUF,2,1,0,0,0,0,17,2016
31, Dolphins,MIA,0,0,0,0,0,0,17,2016
0,Jaguars,JAC,52,10,4,1,1,0,1,2017
1,Rams,LAR,48,4,1,2,2,1,1,2017
2,Eagles,PHI,40,4,4,1,1,0,1,2017
3,Lions,DET,30,1,1,3,1,0,1,2017
4,Ravens,BAL,30,5,1,4,0,0,1,2017
5,Football Team,WAS,24,2,1,1,1,0,1,2017
6,Steelers,PIT,18,7,0,1,0,0,1,2017
7,Cardinals,ARI,18,1,0,1,1,0,1,2017
8,Chargers,LAC,16,4,1,1,0,0,1,2017
9, Panthers,CAR,16,4,1,1,0,0,1,2017
10, Seahawks,SEA,12,4,0,1,0,0,1,2017
11, Patriots,NE,10,3,1,0,0,0,1,2017
12, Cowboys,DAL,10,3,0,1,0,0,1,2017
13, Packers,GB,10,3,1,0,0,0,1,2017
14, Bills,BUF,10,1,0,2,0,0,1,2017
15, Falcons,ATL,8,4,0,0,0,0,1,2017
16, Jets,NYJ,8,2,0,1,0,0,1,2017
17, 49ers,SF,8,0,1,1,0,0,1,2017
18, Broncos,DEN,6,1,0,1,0,0,1,2017
19, Colts,IND,6,1,1,0,0,0,1,2017
20, Bengals,CIN,6,1,0,1,0,0,1,2017
21, Browns,CLE,6,1,0,1,0,0,1,2017
22, Chiefs,KC,6,3,0,0,0,0,1,2017
23, Bears,CHI,4,2,0,0,0,0,1,2017
24, Titans,TEN,4,2,0,0,0,0,1,2017
25, Saints,NO,2,1,0,0,0,0,1,2017
26, Raiders,LVR,2,1,0,0,0,0,1,2017
27, Vikings,MIN,2,1,0,0,0,0,1,2017
28, Giants,NYG,2,1,0,0,0,0,1,2017
29, Texans,HOU,0,0,0,0,0,0,1,2017
0,Buccaneers,TB,30,1,2,2,1,0,2,2017
1,Falcons,ATL,26,3,1,1,1,0,2,2017
2,Ravens,BAL,26,3,1,4,0,0,2,2017
3,Broncos,DEN,24,2,0,2,1,0,2,2017
4,Lions,DET,20,5,0,1,0,0,2,2017
5,Chiefs,KC,20,6,1,1,0,0,2,2017
6,Raiders,LVR,16,4,2,0,0,0,2,2017
7,Titans,TEN,16,2,1,2,0,0,2,2017
8,Football Team,WAS,12,2,1,1,0,0,2,2017
9, Cowboys,DAL,12,2,1,1,0,0,2,2017
10, Colts,IND,12,4,0,1,0,0,2,2017
11, Bills,BUF,12,6,0,0,0,0,2,2017
12, Cardinals,ARI,12,4,0,1,0,0,2,2017
13, Browns,CLE,12,2,1,1,0,0,2,2017
14, Texans,HOU,10,3,1,0,0,0,2,2017
15, Giants,NYG,10,3,1,0,0,0,2,2017
16, Steelers,PIT,8,2,1,0,0,0,2,2017
17, Seahawks,SEA,8,2,0,1,0,0,2,2017
18, Bears,CHI,8,2,1,0,0,0,2,2017
19, Eagles,PHI,8,4,0,0,0,0,2,2017
20, Jaguars,JAC,6,1,0,1,0,0,2,2017
21, Packers,GB,6,3,0,0,0,0,2,2017
22, Panthers,CAR,6,3,0,0,0,0,2,2017
23, Bengals,CIN,6,3,0,0,0,0,2,2017
24, 49ers,SF,6,3,0,0,0,0,2,2017
25, Chargers,LAC,4,2,0,0,0,0,2,2017
26, Saints,NO,4,2,0,0,0,0,2,2017
27, Rams,LAR,4,2,0,0,0,0,2,2017
28, Vikings,MIN,4,2,0,0,0,0,2,2017
29, Patriots,NE,2,1,0,0,0,0,2,2017
30, Dolphins,MIA,2,1,0,0,0,0,2,2017
31, Jets,NYJ,0,0,0,0,0,0,2,2017
0,Texans,HOU,30,5,2,0,1,0,3,2017
1,Lions,DET,28,2,0,3,1,0,3,2017
2,Bengals,CIN,28,6,0,1,1,0,3,2017
3,Football Team,WAS,20,4,1,2,0,0,3,2017
4,Saints,NO,20,4,0,3,0,0,3,2017
5,Rams,LAR,16,4,1,1,0,0,3,2017
6,Jaguars,JAC,16,2,1,2,0,0,3,2017
7,Vikings,MIN,16,2,0,3,0,0,3,2017
8,Chiefs,KC,16,2,0,3,0,0,3,2017
9, Colts,IND,14,1,0,3,0,0,3,2017
10, Jets,NYJ,14,3,0,2,0,0,3,2017
11, Bills,BUF,14,3,0,2,0,0,3,2017
12, Bears,CHI,14,3,2,0,0,0,3,2017
13, Patriots,NE,12,2,0,2,0,0,3,2017
14, Cowboys,DAL,12,6,0,0,0,0,3,2017
15, Steelers,PIT,12,2,1,1,0,0,3,2017
16, Chargers,LAC,10,5,0,0,0,0,3,2017
17, Raiders,LVR,10,1,2,0,0,0,3,2017
18, Packers,GB,10,3,1,0,0,0,3,2017
19, Giants,NYG,10,3,1,0,0,0,3,2017
20, Browns,CLE,10,3,1,0,0,0,3,2017
21, Dolphins,MIA,8,2,1,0,0,0,3,2017
22, Broncos,DEN,8,4,0,0,0,0,3,2017
23, Eagles,PHI,8,0,0,2,0,0,3,2017
24, 49ers,SF,8,0,2,0,0,0,3,2017
25, Falcons,ATL,4,2,0,0,0,0,3,2017
26, Panthers,CAR,2,1,0,0,0,0,3,2017
27, Cardinals,ARI,2,1,0,0,0,0,3,2017
28, Titans,TEN,2,1,0,0,0,0,3,2017
29, Buccaneers,TB,0,0,0,0,0,0,3,2017
30, Seahawks,SEA,0,0,0,0,0,0,3,2017
31, Ravens,BAL,0,0,0,0,0,0,3,2017
0,Seahawks,SEA,42,3,2,1,2,0,4,2017
1,Texans,HOU,36,2,1,4,1,0,4,2017
2,Jaguars,JAC,34,5,2,1,1,0,4,2017
3,Bills,BUF,26,1,1,2,1,0,4,2017
4,Steelers,PIT,20,4,1,2,0,0,4,2017
5,Chiefs,KC,20,0,2,0,1,0,4,2017
6,Packers,GB,18,1,2,2,0,0,4,2017
7,Colts,IND,18,3,0,2,0,1,4,2017
8,Lions,DET,16,2,3,0,0,0,4,2017
9, 49ers,SF,16,6,0,1,0,0,4,2017
10, Patriots,NE,12,2,1,1,0,0,4,2017
11, Saints,NO,12,4,0,1,0,0,4,2017
12, Rams,LAR,12,2,1,1,0,0,4,2017
13, Broncos,DEN,10,3,0,1,0,0,4,2017
14, Vikings,MIN,10,5,0,0,0,0,4,2017
15, Cardinals,ARI,10,3,0,1,0,0,4,2017
16, Browns,CLE,10,3,1,0,0,0,4,2017
17, Football Team,WAS,8,4,0,0,0,0,4,2017
18, Raiders,LVR,8,4,0,0,0,0,4,2017
19, Bengals,CIN,8,2,0,1,0,0,4,2017
20, Eagles,PHI,8,2,1,0,0,0,4,2017
21, Titans,TEN,8,2,0,1,0,0,4,2017
22, Falcons,ATL,6,3,0,0,0,0,4,2017
23, Panthers,CAR,6,3,0,0,0,0,4,2017
24, Jets,NYJ,6,1,0,1,0,0,4,2017
25, Ravens,BAL,6,1,0,1,0,0,4,2017
26, Bears,CHI,4,2,0,0,0,0,4,2017
27, Chargers,LAC,2,1,0,0,0,0,4,2017
28, Cowboys,DAL,2,1,0,0,0,0,4,2017
29, Dolphins,MIA,2,1,0,0,0,0,4,2017
30, Giants,NYG,2,1,0,0,0,0,4,2017
31, Buccaneers,TB,0,0,0,0,0,0,4,2017
0,Jaguars,JAC,48,2,0,5,2,0,5,2017
1,Dolphins,MIA,32,6,2,0,1,0,5,2017
2,Packers,GB,26,1,2,1,1,0,5,2017
3,Ravens,BAL,22,3,1,0,1,0,5,2017
4,Seahawks,SEA,20,2,2,2,0,0,5,2017
5,Chargers,LAC,18,5,1,1,0,0,5,2017
6,Panthers,CAR,16,6,1,0,0,0,5,2017
7,Bengals,CIN,16,6,0,1,0,0,5,2017
8,Chiefs,KC,16,3,1,0,0,0,5,2017
9, Rams,LAR,14,3,0,2,0,0,5,2017
10, Buccaneers,TB,14,3,1,1,0,0,5,2017
11, Jets,NYJ,14,1,1,2,0,0,5,2017
12, Bills,BUF,14,1,1,2,0,0,5,2017
13, Cowboys,DAL,12,4,1,0,0,0,5,2017
14, Bears,CHI,12,4,0,0,0,1,5,2017
15, 49ers,SF,12,4,0,1,0,0,5,2017
16, Vikings,MIN,10,1,1,1,0,0,5,2017
17, Browns,CLE,10,3,0,1,0,0,5,2017
18, Titans,TEN,10,1,1,1,0,0,5,2017
19, Giants,NYG,8,0,0,1,0,1,5,2017
20, Steelers,PIT,8,2,0,1,0,0,5,2017
21, Lions,DET,6,3,0,0,0,0,5,2017
22, Cardinals,ARI,6,1,0,1,0,0,5,2017
23, Patriots,NE,4,2,0,0,0,0,5,2017
24, Colts,IND,4,2,0,0,0,0,5,2017
25, Eagles,PHI,4,2,0,0,0,0,5,2017
26, Texans,HOU,2,1,0,0,0,0,5,2017
27, Raiders,LVR,0,0,0,0,0,0,5,2017
0,Saints,NO,66,5,2,3,3,0,6,2017
1,Texans,HOU,36,4,0,3,1,1,6,2017
2,Giants,NYG,32,4,1,2,1,0,6,2017
3,Lions,DET,30,0,1,2,1,0,6,2017
4,Bears,CHI,30,3,1,2,1,0,6,2017
5,Ravens,BAL,28,4,2,0,0,0,6,2017
6,Buccaneers,TB,24,2,1,1,1,0,6,2017
7,Rams,LAR,20,5,0,1,0,0,6,2017
8,Vikings,MIN,20,4,0,3,0,0,6,2017
9, Colts,IND,18,1,0,1,1,0,6,2017
10, Browns,CLE,18,1,0,1,1,0,6,2017
11, Patriots,NE,16,4,0,2,0,0,6,2017
12, Eagles,PHI,16,2,0,3,0,0,6,2017
13, Cardinals,ARI,12,2,0,2,0,0,6,2017
14, Chargers,LAC,10,1,0,2,0,0,6,2017
15, Football Team,WAS,10,3,0,1,0,0,6,2017
16, Jaguars,JAC,10,3,1,0,0,0,6,2017
17, Panthers,CAR,10,3,1,0,0,0,6,2017
18, Steelers,PIT,10,3,0,0,0,1,6,2017
19, 49ers,SF,10,1,1,1,0,0,6,2017
20, Dolphins,MIA,8,2,0,1,0,0,6,2017
21, Packers,GB,8,0,1,1,0,0,6,2017
22, Jets,NYJ,8,0,1,1,0,0,6,2017
23, Broncos,DEN,6,3,0,0,0,0,6,2017
24, Raiders,LVR,6,1,1,0,0,0,6,2017
25, Titans,TEN,6,1,1,0,0,0,6,2017
26, Chiefs,KC,6,1,0,1,0,0,6,2017
27, Falcons,ATL,4,0,0,1,0,0,6,2017
0,Bears,CHI,46,5,1,2,2,0,7,2017
1,Chargers,LAC,28,5,2,1,0,0,7,2017
2,Cowboys,DAL,22,5,3,0,0,0,7,2017
3,Jaguars,JAC,20,10,0,0,0,0,7,2017
4,Steelers,PIT,16,4,0,2,0,0,7,2017
5,Titans,TEN,16,2,0,3,0,0,7,2017
6,Dolphins,MIA,14,3,1,1,0,0,7,2017
7,Rams,LAR,14,3,0,2,0,0,7,2017
8,Jets,NYJ,14,3,0,2,0,0,7,2017
9, Bills,BUF,14,1,2,1,0,0,7,2017
10, Eagles,PHI,12,4,0,1,0,0,7,2017
11, Football Team,WAS,10,3,0,1,0,0,7,2017
12, Packers,GB,10,1,0,2,0,0,7,2017
13, Vikings,MIN,10,5,0,0,0,0,7,2017
14, Colts,IND,10,1,2,0,0,0,7,2017
15, Panthers,CAR,8,4,0,0,0,0,7,2017
16, Browns,CLE,8,2,1,0,0,0,7,2017
17, Saints,NO,6,1,0,1,0,0,7,2017
18, Broncos,DEN,6,3,0,0,0,0,7,2017
19, Giants,NYG,6,1,1,0,0,0,7,2017
20, Buccaneers,TB,6,1,1,0,0,0,7,2017
21, Seahawks,SEA,6,1,1,0,0,0,7,2017
22, Cardinals,ARI,6,1,0,1,0,0,7,2017
23, Falcons,ATL,4,2,0,0,0,0,7,2017
24, Ravens,BAL,4,0,0,1,0,0,7,2017
25, Patriots,NE,2,1,0,0,0,0,7,2017
26, Raiders,LVR,2,1,0,0,0,0,7,2017
27, Bengals,CIN,0,0,0,0,0,0,7,2017
28, Chiefs,KC,0,0,0,0,0,0,7,2017
29, 49ers,SF,0,0,0,0,0,0,7,2017
0,Ravens,BAL,38,3,0,2,2,0,8,2017
1,Chiefs,KC,38,3,2,3,1,0,8,2017
2,Seahawks,SEA,34,5,0,3,1,0,8,2017
3,Cowboys,DAL,32,4,2,1,1,0,8,2017
4,Bills,BUF,28,0,2,2,1,0,8,2017
5,Eagles,PHI,28,4,0,2,1,0,8,2017
6,Bengals,CIN,24,4,0,1,1,0,8,2017
7,Panthers,CAR,18,3,1,2,0,0,8,2017
8,Vikings,MIN,14,3,2,0,0,0,8,2017
9, Colts,IND,14,3,2,0,0,0,8,2017
10, Bears,CHI,12,2,2,0,0,0,8,2017
11, Broncos,DEN,10,1,1,1,0,0,8,2017
12, Falcons,ATL,10,3,1,0,0,0,8,2017
13, Jets,NYJ,10,1,2,0,0,0,8,2017
14, 49ers,SF,10,3,0,1,0,0,8,2017
15, Patriots,NE,8,0,0,1,0,1,8,2017
16, Lions,DET,8,0,1,1,0,0,8,2017
17, Football Team,WAS,8,2,1,0,0,0,8,2017
18, Saints,NO,8,2,0,1,0,0,8,2017
19, Texans,HOU,8,2,0,1,0,0,8,2017
20, Steelers,PIT,8,2,1,0,0,0,8,2017
21, Chargers,LAC,6,3,0,0,0,0,8,2017
22, Browns,CLE,6,1,0,1,0,0,8,2017
23, Buccaneers,TB,4,0,0,1,0,0,8,2017
24, Dolphins,MIA,0,0,0,0,0,0,8,2017
25, Raiders,LVR,0,0,0,0,0,0,8,2017
0,Jets,NYJ,26,7,3,0,0,0,9,2017
1,Texans,HOU,22,3,1,0,1,0,9,2017
2,Broncos,DEN,20,2,1,0,1,0,9,2017
3,Seahawks,SEA,20,6,1,0,0,1,9,2017
4,Cardinals,ARI,18,5,1,1,0,0,9,2017
5,Rams,LAR,16,2,2,1,0,0,9,2017
6,Eagles,PHI,14,3,0,2,0,0,9,2017
7,Football Team,WAS,12,2,0,2,0,0,9,2017
8,Saints,NO,12,4,1,0,0,0,9,2017
9, Titans,TEN,12,2,0,2,0,0,9,2017
10, Dolphins,MIA,10,1,1,1,0,0,9,2017
11, Falcons,ATL,10,1,2,0,0,0,9,2017
12, Jaguars,JAC,10,2,0,0,0,0,9,2017
13, Buccaneers,TB,10,1,2,0,0,0,9,2017
14, Ravens,BAL,10,3,0,1,0,0,9,2017
15, Cowboys,DAL,8,2,0,1,0,0,9,2017
16, Panthers,CAR,8,2,0,1,0,0,9,2017
17, Colts,IND,8,2,1,0,0,0,9,2017
18, 49ers,SF,8,0,1,1,0,0,9,2017
19, Lions,DET,6,3,0,0,0,0,9,2017
20, Raiders,LVR,6,1,1,0,0,0,9,2017
21, Packers,GB,6,1,1,0,0,0,9,2017
22, Bengals,CIN,4,0,1,0,0,0,9,2017
23, Bills,BUF,2,1,0,0,0,0,9,2017
24, Chiefs,KC,2,1,0,0,0,0,9,2017
25, Giants,NYG,0,0,0,0,0,0,9,2017
0,Lions,DET,28,4,1,1,1,0,10,2017
1,Falcons,ATL,24,8,2,0,0,0,10,2017
2,Rams,LAR,22,3,2,2,0,0,10,2017
3,Buccaneers,TB,20,6,1,1,0,0,10,2017
4,Patriots,NE,14,0,1,1,0,0,10,2017
5,Chargers,LAC,14,3,0,2,0,0,10,2017
6,Seahawks,SEA,12,2,1,0,0,1,10,2017
7,Bengals,CIN,12,4,0,1,0,0,10,2017
8,Browns,CLE,12,4,0,1,0,0,10,2017
9, Packers,GB,10,5,0,0,0,0,10,2017
10, Steelers,PIT,10,3,0,1,0,0,10,2017
11, Cardinals,ARI,10,5,0,0,0,0,10,2017
12, Titans,TEN,10,1,2,0,0,0,10,2017
13, 49ers,SF,10,3,1,0,0,0,10,2017
14, Football Team,WAS,8,0,0,2,0,0,10,2017
15, Saints,NO,8,2,0,1,0,0,10,2017
16, Jaguars,JAC,8,0,1,1,0,0,10,2017
17, Giants,NYG,8,0,1,1,0,0,10,2017
18, Cowboys,DAL,6,1,0,1,0,0,10,2017
19, Texans,HOU,6,3,0,0,0,0,10,2017
20, Vikings,MIN,6,1,0,1,0,0,10,2017
21, Colts,IND,6,1,0,1,0,0,10,2017
22, Jets,NYJ,6,1,0,1,0,0,10,2017
23, Bears,CHI,6,3,0,0,0,0,10,2017
24, Panthers,CAR,4,0,0,1,0,0,10,2017
25, Bills,BUF,4,0,1,0,0,0,10,2017
26, Broncos,DEN,2,1,0,0,0,0,10,2017
27, Dolphins,MIA,0,0,0,0,0,0,10,2017
0,Chargers,LAC,50,1,1,5,2,0,11,2017
1,Jaguars,JAC,42,5,3,2,1,0,11,2017
2,Eagles,PHI,36,4,1,3,1,0,11,2017
3,Buccaneers,TB,34,1,2,3,1,0,11,2017
4,Ravens,BAL,32,6,2,3,0,0,11,2017
5,Falcons,ATL,26,3,1,1,1,0,11,2017
6,Steelers,PIT,26,5,0,4,0,0,11,2017
7,Lions,DET,18,1,1,0,1,0,11,2017
8,Giants,NYG,14,1,0,3,0,0,11,2017
9, Bengals,CIN,14,3,1,1,0,0,11,2017
10, Texans,HOU,12,2,0,2,0,0,11,2017
11, Patriots,NE,10,1,1,1,0,0,11,2017
12, Packers,GB,10,3,0,1,0,0,11,2017
13, Cardinals,ARI,10,1,1,1,0,0,11,2017
14, Bears,CHI,10,3,1,0,0,0,11,2017
15, Football Team,WAS,8,2,0,1,0,0,11,2017
16, Vikings,MIN,8,2,1,0,0,0,11,2017
17, Browns,CLE,8,2,1,0,0,0,11,2017
18, Seahawks,SEA,6,1,1,0,0,0,11,2017
19, Titans,TEN,6,3,0,0,0,0,11,2017
20, Saints,NO,4,2,0,0,0,0,11,2017
21, Broncos,DEN,4,2,0,0,0,0,11,2017
22, Chiefs,KC,4,0,0,1,0,0,11,2017
23, Dolphins,MIA,2,1,0,0,0,0,11,2017
24, Raiders,LVR,2,1,0,0,0,0,11,2017
25, Bills,BUF,2,1,0,0,0,0,11,2017
26, Cowboys,DAL,0,0,0,0,0,0,11,2017
27, Rams,LAR,0,0,0,0,0,0,11,2017
0,Panthers,CAR,28,3,1,0,1,0,12,2017
1,Giants,NYG,28,6,0,1,1,0,12,2017
2,Patriots,NE,26,7,1,2,0,0,12,2017
3,Chargers,LAC,24,2,0,2,1,0,12,2017
4,Dolphins,MIA,22,1,1,1,1,0,12,2017
5,Jaguars,JAC,22,1,1,1,1,0,12,2017
6,Titans,TEN,20,8,1,0,0,0,12,2017
7,Cardinals,ARI,18,3,2,1,0,0,12,2017
8,Ravens,BAL,16,2,1,2,0,0,12,2017
9, Raiders,LVR,14,5,0,1,0,0,12,2017
10, Packers,GB,14,1,1,2,0,0,12,2017
11, Vikings,MIN,14,3,1,1,0,0,12,2017
12, Bears,CHI,14,1,3,0,0,0,12,2017
13, Football Team,WAS,12,4,0,1,0,0,12,2017
14, Saints,NO,12,4,0,1,0,0,12,2017
15, Eagles,PHI,12,2,0,2,0,0,12,2017
16, Seahawks,SEA,10,3,0,1,0,0,12,2017
17, Broncos,DEN,8,2,1,0,0,0,12,2017
18, Steelers,PIT,8,4,0,0,0,0,12,2017
19, Colts,IND,8,0,0,2,0,0,12,2017
20, Bengals,CIN,8,4,0,0,0,0,12,2017
21, Bills,BUF,8,2,0,1,0,0,12,2017
22, Rams,LAR,6,3,0,0,0,0,12,2017
23, Jets,NYJ,6,3,0,0,0,0,12,2017
24, Lions,DET,4,2,0,0,0,0,12,2017
25, Buccaneers,TB,4,0,1,0,0,0,12,2017
26, Chiefs,KC,4,2,0,0,0,0,12,2017
27, 49ers,SF,4,0,0,1,0,0,12,2017
28, Texans,HOU,2,1,0,0,0,0,12,2017
29, Falcons,ATL,2,1,0,0,0,0,12,2017
30, Browns,CLE,2,1,0,0,0,0,12,2017
31, Cowboys,DAL,0,0,0,0,0,0,12,2017
0,Dolphins,MIA,38,3,0,3,1,2,13,2017
1,Rams,LAR,34,7,0,2,1,0,13,2017
2,Cowboys,DAL,30,4,2,2,0,0,13,2017
3,Packers,GB,30,7,1,0,1,0,13,2017
4,Ravens,BAL,30,3,1,2,1,0,13,2017
5,Broncos,DEN,28,2,1,2,1,0,13,2017
6,Jaguars,JAC,16,4,0,2,0,0,13,2017
7,Chargers,LAC,14,3,1,1,0,0,13,2017
8,Raiders,LVR,14,3,2,0,0,0,13,2017
9, Bears,CHI,14,2,0,1,0,0,13,2017
10, Patriots,NE,12,4,0,1,0,0,13,2017
11, Titans,TEN,12,4,0,1,0,0,13,2017
12, Seahawks,SEA,10,3,0,1,0,0,13,2017
13, Bills,BUF,10,3,0,1,0,0,13,2017
14, Saints,NO,8,2,1,0,0,0,13,2017
15, Texans,HOU,8,2,1,0,0,0,13,2017
16, Panthers,CAR,8,2,1,0,0,0,13,2017
17, Buccaneers,TB,8,2,0,1,0,0,13,2017
18, Giants,NYG,6,1,1,0,0,0,13,2017
19, Bengals,CIN,6,1,0,1,0,0,13,2017
20, Cardinals,ARI,6,1,0,1,0,0,13,2017
21, Falcons,ATL,4,2,0,0,0,0,13,2017
22, Steelers,PIT,4,2,0,0,0,0,13,2017
23, Jets,NYJ,4,2,0,0,0,0,13,2017
24, Eagles,PHI,4,2,0,0,0,0,13,2017
25, 49ers,SF,4,2,0,0,0,0,13,2017
26, Football Team,WAS,2,1,0,0,0,0,13,2017
27, Colts,IND,2,1,0,0,0,0,13,2017
28, Browns,CLE,2,1,0,0,0,0,13,2017
29, Lions,DET,0,0,0,0,0,0,13,2017
30, Vikings,MIN,0,0,0,0,0,0,13,2017
31, Chiefs,KC,0,0,0,0,0,0,13,2017
0,Lions,DET,26,3,3,2,0,0,14,2017
1,Panthers,CAR,24,6,1,2,0,0,14,2017
2,Eagles,PHI,24,2,2,0,1,0,14,2017
3,Football Team,WAS,20,2,0,1,1,0,14,2017
4,Chiefs,KC,18,3,1,2,0,0,14,2017
5,Broncos,DEN,16,4,1,1,0,0,14,2017
6,Jaguars,JAC,16,2,0,3,0,0,14,2017
7,Titans,TEN,16,8,0,0,0,0,14,2017
8,Saints,NO,14,1,0,3,0,0,14,2017
9, Cardinals,ARI,14,3,0,2,0,0,14,2017
10, Bears,CHI,14,3,1,1,0,0,14,2017
11, Dolphins,MIA,12,2,0,2,0,0,14,2017
12, Raiders,LVR,12,4,0,1,0,0,14,2017
13, Packers,GB,12,2,0,2,0,0,14,2017
14, Buccaneers,TB,12,0,1,2,0,0,14,2017
15, 49ers,SF,10,3,1,0,0,0,14,2017
16, Chargers,LAC,8,2,0,1,0,0,14,2017
17, Cowboys,DAL,8,0,0,2,0,0,14,2017
18, Rams,LAR,8,2,0,1,0,0,14,2017
19, Texans,HOU,8,2,0,1,0,0,14,2017
20, Falcons,ATL,8,2,0,1,0,0,14,2017
21, Vikings,MIN,8,2,0,1,0,0,14,2017
22, Colts,IND,8,0,1,1,0,0,14,2017
23, Steelers,PIT,6,1,0,1,0,0,14,2017
24, Ravens,BAL,6,3,0,0,0,0,14,2017
25, Patriots,NE,4,2,0,0,0,0,14,2017
26, Seahawks,SEA,4,0,1,0,0,0,14,2017
27, Jets,NYJ,4,2,0,0,0,0,14,2017
28, Bengals,CIN,4,2,0,0,0,0,14,2017
29, Bills,BUF,2,1,0,0,0,0,14,2017
30, Browns,CLE,2,1,0,0,0,0,14,2017
31, Giants,NYG,0,0,0,0,0,0,14,2017
0,Ravens,BAL,32,2,2,2,1,0,15,2017
1,Rams,LAR,26,7,2,0,0,1,15,2017
2,Vikings,MIN,26,3,0,2,1,0,15,2017
3,Panthers,CAR,22,3,1,3,0,0,15,2017
4,Chiefs,KC,20,2,1,3,0,0,15,2017
5,Lions,DET,16,2,0,3,0,0,15,2017
6,Football Team,WAS,16,4,1,1,0,0,15,2017
7,Bills,BUF,16,2,0,3,0,0,15,2017
8,Raiders,LVR,12,2,0,2,0,0,15,2017
9, Jaguars,JAC,12,4,0,1,0,0,15,2017
10, Jets,NYJ,12,0,2,1,0,0,15,2017
11, Bears,CHI,12,4,1,0,0,0,15,2017
12, Saints,NO,10,1,0,2,0,0,15,2017
13, Patriots,NE,8,2,0,1,0,0,15,2017
14, Falcons,ATL,8,2,1,0,0,0,15,2017
15, Steelers,PIT,8,2,0,1,0,0,15,2017
16, Colts,IND,8,2,0,1,0,0,15,2017
17, Seahawks,SEA,8,2,0,1,0,0,15,2017
18, Bengals,CIN,8,2,0,1,0,0,15,2017
19, Cardinals,ARI,6,1,1,0,0,0,15,2017
20, Eagles,PHI,6,1,0,1,0,0,15,2017
21, Titans,TEN,6,3,0,0,0,0,15,2017
22, 49ers,SF,6,1,1,0,0,0,15,2017
23, Dolphins,MIA,4,2,0,0,0,0,15,2017
24, Chargers,LAC,2,1,0,0,0,0,15,2017
25, Broncos,DEN,2,1,0,0,0,0,15,2017
26, Texans,HOU,2,1,0,0,0,0,15,2017
27, Packers,GB,2,1,0,0,0,0,15,2017
28, Giants,NYG,2,1,0,0,0,0,15,2017
29, Buccaneers,TB,2,1,0,0,0,0,15,2017
30, Browns,CLE,2,1,0,0,0,0,15,2017
31, Cowboys,DAL,0,0,0,0,0,0,15,2017
0,Eagles,PHI,34,1,3,2,1,0,16,2017
1,Seahawks,SEA,32,4,1,2,1,0,16,2017
2,Panthers,CAR,30,6,3,0,0,0,16,2017
3,Cardinals,ARI,28,2,1,2,1,0,16,2017
4,49ers,SF,26,1,0,3,1,0,16,2017
5,Steelers,PIT,22,7,1,1,0,0,16,2017
6,Football Team,WAS,20,4,2,1,0,0,16,2017
7,Bills,BUF,20,2,0,1,1,0,16,2017
8,Chargers,LAC,18,3,2,1,0,0,16,2017
9, Saints,NO,18,5,1,1,0,0,16,2017
10, Titans,TEN,16,0,1,0,1,0,16,2017
11, Bears,CHI,14,1,1,2,0,0,16,2017
12, Patriots,NE,12,6,0,0,0,0,16,2017
13, Raiders,LVR,12,2,1,1,0,0,16,2017
14, Giants,NYG,12,2,0,2,0,0,16,2017
15, Lions,DET,10,3,0,1,0,0,16,2017
16, Vikings,MIN,10,1,0,2,0,0,16,2017
17, Browns,CLE,10,5,0,0,0,0,16,2017
18, Broncos,DEN,8,0,1,1,0,0,16,2017
19, Buccaneers,TB,8,2,0,1,0,0,16,2017
20, Bengals,CIN,8,2,0,1,0,0,16,2017
21, Chiefs,KC,8,0,2,0,0,0,16,2017
22, Cowboys,DAL,6,3,0,0,0,0,16,2017
23, Rams,LAR,6,1,0,1,0,0,16,2017
24, Falcons,ATL,6,1,0,1,0,0,16,2017
25, Jaguars,JAC,6,1,0,1,0,0,16,2017
26, Packers,GB,6,3,0,0,0,0,16,2017
27, Ravens,BAL,4,2,0,0,0,0,16,2017
28, Dolphins,MIA,2,1,0,0,0,0,16,2017
29, Colts,IND,2,1,0,0,0,0,16,2017
30, Texans,HOU,0,0,0,0,0,0,16,2017
31, Jets,NYJ,0,0,0,0,0,0,16,2017
0,Chiefs,KC,34,5,1,2,1,0,17,2017
1,Steelers,PIT,26,6,1,1,0,0,17,2017
2,Lions,DET,24,4,2,2,0,0,17,2017
3,Broncos,DEN,24,2,1,1,1,0,17,2017
4,Saints,NO,22,2,0,3,0,0,17,2017
5,Jaguars,JAC,22,3,1,0,1,0,17,2017
6,Buccaneers,TB,20,2,1,0,1,0,17,2017
7,Titans,TEN,20,2,2,2,0,0,17,2017
